timestamp,open,high,low,close,volume,returns,sma_20,log_returns,price_range,sma_5,ema_5,sma_10,ema_10,ema_20,rsi
2015-01-01,1.1,1.10005,1.09996,1.1,8896,,,,8.999999999992347e-05,,1.1,,1.1,1.1,
2015-01-02,1.1,1.10041,1.09994,1.10035,2756,0.000318181818181662,,0.0003181312090819303,0.0004700000000001925,,1.1002100000000001,,1.1001925000000001,1.1001837500000002,
2015-01-03,1.10035,1.10092,1.1002,1.10081,8630,0.00041804880265372546,,0.00041796144459879756,0.0007199999999998319,,1.100494210526316,,1.10044073089701,1.1004137052456289,
2015-01-04,1.10081,1.10121,1.10064,1.10117,9914,0.0003270319128640953,,0.00032697844958389443,0.0005699999999999594,,1.1007749230769233,,1.1006809925742576,1.1006320358478805,
2015-01-05,1.10117,1.10124,1.10046,1.10052,8487,-0.0005902812463107754,,-0.0005904555308736292,0.0007800000000000029,1.10057,1.1006770616113746,,1.1006347759847848,1.1006049353296825,
2015-01-06,1.10052,1.1007,1.10047,1.10063,5486,9.99527496092778e-05,,9.994775466603668e-05,0.00022999999999995246,1.1006960000000001,1.1006598646616543,,1.100633535496565,1.1006102228302306,
2015-01-07,1.10063,1.10105,1.10055,1.10091,1567,0.0002543997528687836,,0.00025436739873879255,0.000500000000000167,1.100808,1.1007484264205927,,1.100700152336047,1.1006669032730063,
2015-01-08,1.10091,1.10099,1.10084,1.10091,4319,0.0,,0.0,0.00014999999999987246,1.100828,1.1008044710547187,,1.1007478936909092,1.100708923763777,
2015-01-09,1.10091,1.10097,1.09925,1.09947,9015,-0.0013080088290596814,,-0.0013088650192924901,0.0017199999999999438,1.100488,1.1003477674612696,,1.1004698687427203,1.1005101943340254,
2015-01-10,1.09947,1.09968,1.09926,1.09959,8485,0.00010914349641200083,,0.0001091375406939443,0.00042000000000008697,1.1003020000000001,1.100090720723826,1.100436,1.1002850468889291,1.1003716210406524,
2015-01-11,1.09959,1.10115,1.0994,1.10113,5131,0.001400522012749983,,0.0013995421965253207,0.0017500000000001403,1.100402,1.100441199035974,1.100549,1.1004576602459661,1.1004798362767734,
2015-01-12,1.10113,1.10127,1.10073,1.10086,8422,-0.0002452026554539133,,-0.00024523272254015413,0.0005399999999999849,1.100392,1.100581883662498,1.1006,1.1005380469924586,1.1005316252792807,
2015-01-13,1.10086,1.10091,1.10023,1.10034,1465,-0.00047235797467426455,,-0.00047246957084599514,0.0006800000000000139,1.100278,1.100500839350596,1.1005530000000001,1.1004991764575813,1.1005065484229204,
2015-01-14,1.10034,1.10073,1.10024,1.10061,5597,0.00024537870112872895,,0.0002453486006991473,0.0004899999999998794,1.100506,1.10053735130497,1.100497,1.1005206178600566,1.100519620797667,54.78806907378336
2015-01-15,1.10061,1.10102,1.10041,1.10082,5162,0.00019080328181630968,,0.00019078508118525701,0.0006099999999999994,1.100752,1.1006317831867938,1.100527,1.1005778730082352,1.100556431683602,56.231003039512494
2015-01-16,1.10082,1.10182,1.1008,1.10161,8715,0.000717646845079134,,0.0007173894597158425,0.0010200000000000209,1.100848,1.100958352639882,1.1006250000000002,1.1007734182368365,1.1006821121011252,58.97435897435921
2015-01-17,1.10161,1.10178,1.10071,1.10077,3631,-0.0007625203111808476,,-0.0007628111776637961,0.0010699999999999044,1.1008300000000002,1.100895504638429,1.100611,1.1007727755332806,1.1006923500256474,49.729729729729456
2015-01-18,1.10077,1.10128,1.10073,1.10126,3369,0.0004451429453926625,,0.0004450438986639577,0.0005500000000000504,1.101014,1.1010170853586019,1.1006459999999998,1.1008638196112717,1.1007570987544602,50.59760956175249
2015-01-19,1.10126,1.10182,1.10123,1.10166,5675,0.0003632203112799992,,0.0003631543627514828,0.0005900000000000905,1.101224,1.1012314869541246,1.1008650000000002,1.1010118492881824,1.100858184674994,57.829670329671345
2015-01-20,1.10166,1.10172,1.10149,1.10156,7656,-9.077210754682152e-05,1.100749,-9.077622758390062e-05,0.00022999999999995246,1.101372,1.101341024243752,1.101062,1.1011133472846553,1.1009354656261372,56.39614855570917
2015-01-21,1.10156,1.10186,1.10144,1.10178,9884,0.0001997167653144949,1.100838,0.0001996968245762767,0.00042000000000008697,1.101406,1.1014873788378488,1.101127,1.1012363759527535,1.101027098906281,56.03328710124799
2015-01-22,1.10178,1.10251,1.1016,1.1024,6127,0.0005627257710252298,1.1009404999999999,0.0005625675002511206,0.0009100000000001884,1.101732,1.101791626556792,1.101281,1.1014505347504013,1.1011741109037052,59.514687100894214
2015-01-23,1.1024,1.10307,1.10224,1.10293,6777,0.00048076923076911804,1.1010465,0.0004806536982706546,0.0008299999999998864,1.1020660000000002,1.102171118185716,1.10154,1.1017222175391574,1.1013599330197241,75.0000000000016
2015-01-24,1.10293,1.10306,1.10213,1.10224,2028,-0.0006256063394773914,1.1011000000000002,-0.0006258021127789925,0.0009299999999998754,1.102182,1.1021940801544916,1.101703,1.101817128424993,1.1014520927337963,67.69025367156394
