timestamp,open,high,low,close,volume,returns,sma_20,log_returns,price_range,sma_5,ema_5,sma_10,ema_10,ema_20,rsi
2015-01-01,1.1,1.1001,1.09984,1.1,6631,,,,0.000260000000000149,,1.1,,1.1,1.1,
2015-01-08,1.1,1.10013,1.09844,1.09857,2394,-0.0013000000000000789,,-0.0013008457330481807,0.0016899999999999693,,1.099142,,1.0992135,1.0992492500000002,
2015-01-15,1.09857,1.09911,1.09849,1.09905,4714,0.0004369316475054674,,0.0004368362206688296,0.0006200000000000649,,1.0990984210526313,,1.0991477740863789,1.0991760865945046,
2015-01-22,1.09905,1.09919,1.09834,1.09848,3958,-0.0005186297256722927,,-0.0005187642605863495,0.0008499999999997954,,1.0988415384615382,,1.0989277722772277,1.0989751371571073,
2015-01-29,1.09848,1.09901,1.0983,1.09896,7895,0.0004369674459252515,,0.0004368720034533422,0.0007099999999999884,1.099012,1.0988870142180094,,1.0989370239799219,1.0989714756076174,
2015-02-05,1.09896,1.09909,1.09819,1.09833,1525,-0.0005732692727669075,,-0.0005734336544227606,0.0008999999999999009,1.098678,1.0986834736842106,,1.098779358884624,1.09883615355535,
2015-02-12,1.09833,1.09854,1.0968,1.09684,5648,-0.0013566050276329067,,-0.0013575260493027277,0.0017400000000000748,1.0983319999999999,1.0980307819329773,,1.0983120512993496,1.0984587303264475,
2015-02-19,1.09684,1.0969,1.09526,1.09545,2646,-0.0012672769045621868,,-0.0012680805789957244,0.0016400000000000858,1.097612,1.0971355923869945,,1.0976609208357422,1.0979386561712827,
2015-02-26,1.09545,1.09562,1.09532,1.09549,4155,3.6514674334853225e-05,,3.651400769036049e-05,0.00029999999999996696,1.0970140000000002,1.0965724119764229,,1.097188604431668,1.097545879748064,
2015-03-05,1.09549,1.09584,1.09546,1.09571,9219,0.00020082337584081955,,0.00020080321352600842,0.0003799999999998249,1.0963640000000001,1.096279868160276,1.097688,1.0968780144552133,1.097269412165599,
2015-03-12,1.09571,1.09577,1.09484,1.09498,6543,-0.0006662346788839368,,-0.0006664567118304537,0.0009299999999998754,1.095694,1.0958415109166817,1.0971860000000002,1.0964902738308795,1.0969427294761271,
2015-03-19,1.09498,1.09562,1.09489,1.09549,8062,0.0004657619317247619,,0.0004656534983043729,0.0007300000000001194,1.095424,1.0957234305246095,1.096878,1.096290420950174,1.0967448268202848,
2015-03-26,1.09549,1.09559,1.09413,1.09418,1629,-0.001195811919780354,,-0.0011965274733559768,0.0014600000000000168,1.09517,1.0952062965291014,1.0963910000000001,1.0958762102109403,1.0964091832454739,
2015-04-02,1.09418,1.09422,1.09402,1.09413,6897,-4.5696320532195855e-05,,-4.569736464085902e-05,0.00019999999999997797,1.0948980000000001,1.0948462978484597,1.095956,1.095538365064305,1.0961211805069708,18.542336548767395
2015-04-09,1.09413,1.09428,1.09316,1.09319,7276,-0.0008591300850904204,,-0.0008594993488541956,0.0011200000000000099,1.0943939999999999,1.0942929348737116,1.0953789999999999,1.0950892534714756,1.0957619700474612,16.845180136319456
2015-04-16,1.09319,1.09324,1.09254,1.09268,7656,-0.00046652457486806576,,-0.0004666334313149986,0.0006999999999999229,1.0939340000000002,1.0937544701361772,1.094814,1.0946327999298116,1.0953943211002306,18.502673796791598
2015-04-23,1.09268,1.09277,1.0926,1.09272,4192,3.66072409121454e-05,,3.6606570883453684e-05,0.00017000000000000348,1.0933800000000002,1.0934092964202036,1.094402,1.0942731515569284,1.0950827935984597,14.478114478112545
2015-04-30,1.09272,1.09285,1.09201,1.09209,4568,-0.0005765429387216692,,-0.0005767092035106954,0.0008400000000001739,1.092962,1.0929692331826402,1.094066,1.0938652019686135,1.0947414219964962,14.381270903008541
2015-05-07,1.09209,1.09224,1.09171,1.09181,2390,-0.00025638912543846093,,-0.00025642199874930885,0.0005300000000001415,1.092498,1.092582647735775,1.093698,1.093483088960422,1.0944132294145794,9.23603192702167
2015-05-14,1.09181,1.0927,1.09176,1.09251,1956,0.0006411371942005584,1.095533,0.0006409317535554007,0.0009399999999999409,1.092362,1.0925584245392408,1.093378,1.0933029075290321,1.0942036537980868,17.081447963800287
2015-05-21,1.09251,1.09252,1.09189,1.09211,1968,-0.00036612937181368377,1.0951385,-0.0003661964135365981,0.0006299999999999084,1.092248,1.0924089197192377,1.0930909999999998,1.0930827601853204,1.0939764891367756,19.48387096774084
2015-05-28,1.09211,1.0928,1.0919,1.09268,7262,0.0005219254470705259,1.094844,0.0005217892913577369,0.0008999999999999009,1.0922399999999999,1.0924992918917151,1.09281,1.0930086343220464,1.093837659429007,30.014430014430744
2015-06-04,1.09268,1.09273,1.09187,1.09191,6178,-0.0007046893875609639,1.094487,-0.0007049377978356798,0.0008600000000000829,1.092204,1.092302843756674,1.0925829999999999,1.0928068857263846,1.0936336592134936,26.631853785900546
2015-06-11,1.09191,1.09234,1.0918,1.09228,2229,0.00033885576650094507,1.094177,0.000338798367851909,0.0005399999999999849,1.092298,1.0922952287187586,1.092398,1.0927103061880514,1.0934919054051329,28.040973111396255
2015-06-18,1.09228,1.0934,1.09219,1.09325,3289,0.00088805068297515,1.0938915000000002,0.0008876565992610002,0.0012099999999999334,1.092446,1.092613498416663,1.092404,1.0928090868475502,1.093466811233401,39.254658385093855
2015-06-25,1.09325,1.09346,1.09154,1.09154,8473,-0.0015641436085068738,1.093552,-0.001565368158201855,0.0019200000000001438,1.092332,1.0922556561635655,1.09229,1.0925770860616941,1.0932686166918317,28.648648648649484
2015-07-02,1.09154,1.09176,1.09083,1.09096,8351,-0.0005313593638346381,1.093258,-0.0005315005852498355,0.0009300000000000974,1.091988,1.091823763173985,1.092114,1.0922817604894786,1.0930329456950358,31.103286384977693
2015-07-09,1.09096,1.09149,1.09085,1.09138,8595,0.00038498203417192123,1.0930545,0.0003849079476026592,0.0006399999999999739,1.0918819999999998,1.0916758403802693,1.0920429999999999,1.092117206860573,1.0928653548746394,34.53318335208209
2015-07-16,1.09138,1.09149,1.09121,1.09123,6757,-0.0001374406714436116,1.0928415,-0.00013745011727819953,0.000280000000000058,1.091672,1.0915272257576205,1.0919849999999998,1.0919554161272103,1.0927005612340512,37.90123456790142
2015-07-23,1.09123,1.09155,1.09108,1.09149,1891,0.00023826324422904221,1.0926304999999998,0.00023823486405014644,0.00046999999999997044,1.09132,1.0915148171070348,1.091883,1.0918705889360336,1.0925792448022134,42.42038216560592
2015-07-30,1.09149,1.09163,1.09087,1.09109,9320,-0.0003664715205821123,1.092436,-0.0003665386876801981,0.0007600000000000939,1.09123,1.0913732109123633,1.091781,1.0917283810123373,1.0924307391908152,40.07308160779693
2015-08-06,1.09109,1.0913,1.09105,1.09114,5612,4.5825733899329535e-05,1.0922185,4.582468393246271e-05,0.00024999999999986144,1.091266,1.091295473761395,1.091627,1.0916212283866644,1.0923026024432754,43.774574049804656
2015-08-13,1.09114,1.09135,1.09099,1.09105,6238,-8.248254119536114e-05,1.0920619999999999,-8.24859430672268e-05,0.000360000000000138,1.0912000000000002,1.0912136490478266,1.0915409999999999,1.0915172303012028,1.0921787515218258,44.89247311828142
2015-08-20,1.09105,1.09195,1.0909,1.09174,7257,0.0006324183126344973,1.0919425,0.0006322184204459666,0.0010499999999999954,1.091302,1.0913890995459565,1.091487,1.091557778025667,1.0921355272136242,44.8183041722743
2015-08-27,1.09174,1.09195,1.09156,1.09189,1302,0.00013739535054146934,1.0918775,0.0001373859126647645,0.00038999999999989043,1.0913819999999999,1.0915560664786375,1.091351,1.0916182358723416,1.0921114177503073,48.46796657381717
2015-09-03,1.09189,1.09221,1.09189,1.09209,5440,0.00018316863420309026,1.091848,0.00018315186087701258,0.00031999999999987594,1.091582,1.0917340444005774,1.0914059999999999,1.0917040737247903,1.0921093208410841,45.66813509544776
2015-09-10,1.09209,1.09224,1.09171,1.09186,4124,-0.0002106053530386287,1.091805,-0.00021062753346025797,0.0005300000000001415,1.091726,1.0917760296132,1.0914959999999998,1.0917324408711457,1.0920849759636067,49.60127591706636
2015-09-17,1.09186,1.092,1.09147,1.09159,9125,-0.0002472844503873528,1.09178,-0.0002473150302284379,0.0005300000000001415,1.091834,1.0917140197295154,1.091517,1.0917065298900612,1.0920367601868597,44.40842787682511
2015-09-24,1.09159,1.09174,1.09115,1.09137,9133,-0.00020154087157275846,1.091758,-0.00020156118366340575,0.0005899999999998684,1.09176,1.0915993464707874,1.0915310000000003,1.0916453182042838,1.0919719516306003,32.656826568266794
