timestamp,open,high,low,close,volume,returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,rsi,price_range,body_size,volatility_10,log_returns
2015-01-01 00:00:00,1.1,1.1028,1.09971,1.1014,3743,,,1.1014,,1.1014,,1.1014,,0.003090000000000037,0.0013999999999998458,,
2015-01-01 04:00:00,1.1014,1.1017,1.10061,1.10103,8160,-0.00033593608135096265,,1.101178,,1.1011965,,1.10120575,,0.0010899999999998133,0.00036999999999998145,,-0.00033599252051666137
2015-01-01 08:00:00,1.10103,1.10298,1.10028,1.10262,8186,0.0014441023405356024,,1.1018610526315789,,1.1017687375415282,,1.1017250541215655,,0.0027000000000001467,0.0015899999999999803,,0.001443060627523501
2015-01-01 12:00:00,1.10262,1.10687,1.10184,1.10623,1619,0.0032740200613086134,,1.103675846153846,,1.1032385247524752,,1.1030255623441398,,0.00503000000000009,0.003610000000000113,,0.003268672127277351
2015-01-01 16:00:00,1.10623,1.10673,1.10507,1.10564,2296,-0.0005333429756922969,1.103384,1.1044298578199052,,1.1039279229819023,,1.1036579725647109,,0.0016599999999999948,0.0005900000000000905,,-0.0005334852536480383
2015-01-01 20:00:00,1.10564,1.10621,1.1048,1.10511,7593,-0.0004793603704641436,1.104126,1.1046783909774438,,1.104234949214592,,1.103964284028715,,0.0014099999999999113,0.0005299999999999194,,-0.0004794753003765605
2015-01-02 00:00:00,1.10511,1.11178,1.10376,1.10847,3409,0.003040421315525288,1.105614,1.106020830500243,,1.105255426327794,,1.104816203394258,,0.008019999999999916,0.0033600000000000296,,0.003035808582041041
2015-01-02 04:00:00,1.10847,1.11107,1.10718,1.11021,7976,0.0015697312511839812,1.107132,1.1074739175257733,,1.1063826157156622,,1.1057485482402558,,0.003889999999999949,0.0017399999999998528,,0.0015685005108695275
2015-01-02 08:00:00,1.11021,1.11071,1.10833,1.10918,4667,-0.0009277524072021093,1.107722,1.1080577998017842,,1.1069912286435213,,1.1062989698815,,0.0023800000000000487,0.0010299999999998644,,-0.0009281830358317444
2015-01-02 12:00:00,1.10918,1.111,1.10826,1.11032,9277,0.0010277862925764936,1.108658,1.1088251739767345,1.106021,1.1076904575887943,,1.1069045021757868,,0.0027399999999999647,0.0011399999999999189,,0.0010272584818650076
2015-01-02 16:00:00,1.11032,1.11091,1.10859,1.1094,4619,-0.0008285899560487309,1.109516,1.1090190237522775,1.106821,1.1080396957308039,,1.107260591810076,,0.0023200000000000998,0.0009200000000000319,0.0015806386266618356,-0.0008289334264502198
2015-01-02 20:00:00,1.1094,1.10973,1.10767,1.10853,5009,-0.0007842076798268982,1.1095279999999998,1.1088547497179269,1.107571,1.1081376576264328,,1.1074335209453776,,0.002060000000000173,0.0008699999999999264,0.0016199413810236974,-0.0007845153315218448
2015-01-03 00:00:00,1.10853,1.10937,1.10851,1.10897,3217,0.0003969220499220327,1.10928,1.1088933648923074,1.108206,1.1083010208406876,,1.1076345907869891,,0.0008599999999998609,0.00043999999999999595,0.0015987877648776293,0.00039684329720361336
2015-01-03 04:00:00,1.10897,1.11,1.1031,1.10582,6722,-0.0028404735926129687,1.1086079999999998,1.1078653886084064,1.108165,1.107821009416819,,1.1074052950000213,61.42709410548129,0.006900000000000128,0.003149999999999986,0.0016211803012419525,-0.0028445153932946427
2015-01-03 08:00:00,1.10582,1.10662,1.10196,1.10273,5444,-0.0027943064874934587,1.10709,1.1061496743004522,1.107874,1.1068473825378256,,1.106832346707923,52.964779313419676,0.0046599999999998865,0.003090000000000037,0.0018410218152850888,-0.00279821784992933
2015-01-03 12:00:00,1.10273,1.10327,1.10092,1.10166,3787,-0.0009703191171002157,1.1055420000000002,1.1046508343080816,1.107529,1.1058645888387022,,1.1062153362267715,51.36186770428045,0.0023500000000000743,0.0010699999999999044,0.0018539637730043822,-0.0009707901814411969
2015-01-03 16:00:00,1.10166,1.10221,1.09906,1.09982,9858,-0.0016702067788610941,1.1038000000000001,1.1030389201782689,1.106664,1.104728073457922,,1.105470353465525,44.011976047904305,0.003149999999999986,0.0018400000000000638,0.0014655415709935757,-0.0016716031292156517
2015-01-03 20:00:00,1.09982,1.10102,1.0995,1.1004,9792,0.0005273590223855429,1.1020860000000001,1.1021586845166416,1.105683,1.103919317977913,,1.1048920059690792,35.675675675675436,0.0015200000000001879,0.0005800000000000249,0.001308312771118654,0.0005272200174844759
2015-01-04 00:00:00,1.1004,1.10162,1.09827,1.09886,3451,-0.00139949109414772,1.100694,1.1010586267827622,1.104651,1.10297866531143,,1.1042166819742758,34.08450704225325,0.003349999999999964,0.0015400000000000968,0.0013184359173774372,-0.0014004712964386726
2015-01-04 04:00:00,1.09886,1.10069,1.09426,1.09649,4696,-0.0021567806635968134,1.099446,1.0995352930784048,1.1032680000000001,1.101777195506331,1.1046445,1.1033658522604233,31.374243733793904,0.006429999999999936,0.0023699999999999832,0.0011680824045344949,-0.002159109864665421
2015-01-04 08:00:00,1.09649,1.10025,1.09577,1.09908,5369,0.002362082645532615,1.09893,1.0993834982862405,1.102236,1.10127943653362,1.1045285,1.1029008306899715,29.01206973625368,0.0044800000000000395,0.0025900000000000922,0.00163788776059745,0.0023592973135810155
2015-01-04 12:00:00,1.09908,1.09953,1.0985,1.09868,1692,-0.0003639407504457681,1.098702,1.099148967510771,1.101251,1.1008010241083015,1.104411,1.1024488587647094,22.586780789348822,0.0010299999999998644,0.00039999999999995595,0.0016474918675967146,-0.00036400699295340515
2015-01-04 16:00:00,1.09868,1.09887,1.09855,1.0988,3161,0.00010922197546126,1.098382,1.099032634641365,1.100234,1.1004335644398442,1.10422,1.1020627075788842,24.20477137176914,0.000320000000000098,0.00011999999999989797,0.0016248602462695565,0.0001092160111755816
2015-01-04 20:00:00,1.0988,1.10082,1.09467,1.09663,4699,-0.0019748816891154153,1.0979360000000002,1.0982317088500282,1.099315,1.0997363610820279,1.10374,1.1014937999976102,17.635933806146625,0.006149999999999878,0.0021700000000000053,0.001531543321768293,-0.001976834339217242
2015-01-05 00:00:00,1.09663,1.09665,1.09501,1.09577,5200,-0.0007842207490220687,1.097792,1.0974111067357621,1.0986189999999998,1.0990103943304754,1.1032465,1.1009000388949153,17.686107159791376,0.0016399999999998638,0.0008600000000000829,0.0013688090545516242,-0.0007845284109741077
2015-01-05 04:00:00,1.09577,1.09601,1.09554,1.09596,2772,0.0001733940516714938,1.097168,1.0969273917197455,1.098049,1.0984527541002522,1.102789,1.100391899474125,19.206271435571267,0.00046999999999997044,0.0001900000000001345,0.0013850954679576672,0.00017337902066041645
2015-01-05 08:00:00,1.09596,1.09633,1.09367,1.09438,8423,-0.0014416584546882438,1.096308,1.0960782462007328,1.097505,1.0977089542100409,1.1020845,1.0997781854926245,16.148491879350743,0.0026600000000001067,0.0015800000000001369,0.001365716345443128,-0.0014426986440903267
2015-01-05 12:00:00,1.09438,1.09519,1.09403,1.09492,7242,0.0004934300699939165,1.095532,1.0956921596034956,1.0969570000000002,1.0972000246866602,1.1013199999999999,1.099285618014581,21.224920802534584,0.0011600000000000499,0.0005399999999999849,0.0013629338656377748,0.000493308373407787
2015-01-05 16:00:00,1.09492,1.09519,1.09345,1.09415,2132,-0.0007032477258611669,1.095036,1.0951781023810445,1.096486,1.0966438232495908,1.1005685,1.0987681051478524,24.187725631769325,0.0017400000000000748,0.0007699999999999374,0.0013291459065120379,-0.0007034951205364264
2015-01-05 20:00:00,1.09415,1.09429,1.09344,1.0938,7297,-0.0003198830142118192,1.094642,1.094718732525039,1.0962169999999998,1.096125505287745,1.0997425,1.0982702263354638,25.283018867924994,0.0008500000000000174,0.00034999999999985043,0.001182636985177146,-0.0003199341876965198
2015-01-06 00:00:00,1.0938,1.09446,1.0928,1.09311,3179,-0.0006308283049918373,1.094072,1.0941824864856433,1.09562,1.0955761396407702,1.0989280000000001,1.097755655080448,27.254237288136025,0.0016599999999999948,0.0006900000000000794,0.0007486344240835615,-0.0006310273608848234
